rank,date,game_pk,team,opp,batter_id,batter,batter_hand,batting_order,lineup_source,roster_role,lineup_confirmed,last7_starts,last7_start_rate_pct,last7_most_recent_order,starter_id,starter,starter_hand,proj_k,line,play,true_probability_pct,fair_odds,confidence,ai_score,l5_k_per_game,l10_k_per_game,l15_k_per_game,l5_1plus_pct,l10_1plus_pct,l15_1plus_pct,l5_2plus_pct,l10_2plus_pct,l15_2plus_pct,bvp_pa,bvp_k,bvp_k_rate_pct,bvp_k_rate_reg_pct,bvp_pitches,bvp_whiff_pct,bvp_csw_pct,bvp_chase_pct,bvp_contact_pct,bvp_zone_contact_pct,bvp_two_strike_whiff_pct,bvp_reliability,split_pa,split_k_rate_pct,sp_k_rate_pct,sp_whiff_pct,sp_csw_pct,top_pitch,top_pitch_usage_pct,top_pitch_batter_whiff_pct,arsenal_whiff_allowed_pct,arsenal_csw_allowed_pct,target_fb_velo,velo_band_pitches,more_0_5_pct,less_0_5_pct,more_1_5_pct,less_1_5_pct,more_2_5_pct,less_2_5_pct,more_3_5_pct,less_3_5_pct,sim_p0_pct,sim_p1_pct,sim_p2_pct,sim_p3_pct,sim_p4plus_pct
284,2026-08-31,822689,MIA,WSH,665923,Esteury Ruiz,R,8.0,OFFICIAL,STARTER,True,4,57.1,4.0,702021,Will Dion,L,1.0617,1.5,LESS,71.2,-247,74,80,1.2,1.1,1.2,80.0,70.0,80.0,20.0,30.0,33.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,93,33.3,29.3,26.4,29.2,4-Seam,42.2,23.8,20.9,25.9,90.4891,86,70.4,29.6,28.8,71.2,6.4,93.6,0.6,99.4,29.6,41.6,22.4,5.8,0.6
285,2026-08-31,824635,CHC,MIL,673548,Seiya Suzuki,R,2.0,OFFICIAL,STARTER,True,7,100.0,2.0,690986,Kyle Harrison,L,1.1343,0.5,MORE,71.2,-247,87,83,0.6,0.9,1.1333,60.0,70.0,66.7,0.0,10.0,26.7,5,1,20.0,22.2,25,20.0,20.0,25.0,80.0,100.0,33.3,0.1313,113,17.7,30.3,26.7,31.4,4-Seam,57.5,14.8,13.4,26.5,94.8844,413,71.2,28.8,32.1,67.9,8.7,91.3,1.3,98.7,28.8,39.0,23.5,7.4,1.3
286,2026-08-31,824314,BAL,COL,624413,Pete Alonso,R,2.0,OFFICIAL,STARTER,True,4,57.1,2.0,685299,Tanner Gordon,R,1.1212,0.5,MORE,71.2,-247,91,85,1.8,1.1,1.0,80.0,60.0,60.0,40.0,20.0,20.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,308,24.7,17.1,18.0,25.3,4-Seam,45.2,23.0,24.3,27.4,92.5737,332,71.2,28.8,31.3,68.7,8.4,91.6,1.2,98.8,28.8,39.9,22.9,7.1,1.2
287,2026-08-31,824473,CIN,SD,701398,Sal Stewart,R,3.0,OFFICIAL,STARTER,True,7,100.0,3.0,650633,Michael King,R,1.0609,1.5,LESS,71.2,-247,93,85,0.8,1.0,0.9333,80.0,90.0,86.7,0.0,10.0,6.7,4,1,25.0,22.7,14,0.0,7.1,0.0,100.0,100.0,0.0,0.0924,338,22.2,20.1,21.8,27.3,Sinker,28.6,11.9,20.4,27.3,93.6201,326,68.6,31.4,28.8,71.2,7.4,92.6,1.1,98.9,31.4,39.8,21.4,6.3,1.1
288,2026-08-31,824911,ATL,SF,686948,Drake Baldwin,L,1.0,OFFICIAL,STARTER,True,6,85.7,1.0,683627,Anthony Molina,R,1.0619,1.5,LESS,71.1,-246,80,81,1.4,1.3,1.0,80.0,80.0,60.0,40.0,30.0,26.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,219,21.0,10.3,15.3,21.1,4-Seam,43.9,18.1,20.6,24.1,96.282,265,68.7,31.3,28.9,71.1,7.4,92.6,1.1,98.9,31.3,39.8,21.5,6.3,1.1
289,2026-08-31,822932,NYM,TB,596019,Francisco Lindor,S,1.0,OFFICIAL,STARTER,True,6,85.7,1.0,693855,Ian Seymour,L,1.0649,1.5,LESS,71.1,-246,80,81,1.4,0.8,0.8,60.0,40.0,46.7,40.0,20.0,20.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,77,14.3,28.9,25.5,29.6,Changeup,29.0,19.2,17.6,25.8,90.948,136,69.0,31.0,28.9,71.1,7.4,92.6,1.1,98.9,31.0,40.1,21.5,6.3,1.1
290,2026-08-31,823982,LAA,NYY,695681,Christian Moore,R,6.0,OFFICIAL,STARTER,True,7,100.0,5.0,695684,Elmer Rodríguez,R,1.1097,0.5,MORE,71.1,-246,67,78,0.6,1.1,1.3571,40.0,70.0,71.4,20.0,40.0,42.9,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,30,43.3,15.3,25.4,29.4,Sinker,47.2,20.0,18.8,29.2,95.5028,63,71.1,28.9,31.2,68.8,7.6,92.4,1.0,99.0,28.9,39.9,23.5,6.6,1.0
291,2026-08-31,823982,NYY,LAA,669224,Austin Wells,L,9.0,OFFICIAL,STARTER,True,7,100.0,9.01,700712,Walbert Ureña,R,1.0871,0.5,MORE,71.0,-245,83,82,1.4,1.3,1.1333,60.0,70.0,66.7,40.0,40.0,33.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,180,30.0,22.5,26.1,28.7,Changeup,33.9,35.7,21.6,29.4,97.7877,93,71.0,29.0,30.0,70.0,7.0,93.0,0.7,99.3,29.0,41.1,23.0,6.3,0.7
292,2026-08-31,824473,CIN,SD,663886,Tyler Stephenson,R,5.0,OFFICIAL,STARTER,True,5,71.4,4.0,650633,Michael King,R,1.1187,0.5,MORE,71.0,-245,86,83,1.2,1.5,1.4667,60.0,80.0,73.3,60.0,70.0,66.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,232,28.0,20.1,21.8,27.3,Sinker,28.6,10.6,18.9,26.1,93.6201,229,71.0,29.0,31.6,68.4,8.1,91.9,1.1,98.9,29.0,39.4,23.5,7.0,1.1
293,2026-08-31,824314,BAL,COL,694212,Samuel Basallo,L,6.0,OFFICIAL,STARTER,True,3,42.9,4.0,685299,Tanner Gordon,R,1.0605,1.5,LESS,71.0,-245,82,82,1.6,1.1,1.2,80.0,60.0,66.7,40.0,30.0,33.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,182,22.0,17.1,18.0,25.3,4-Seam,45.2,28.1,25.1,28.3,92.5737,150,69.5,30.5,29.0,71.0,6.8,93.2,0.8,99.2,30.5,40.5,22.2,6.0,0.8
294,2026-08-31,825040,AZ,PHI,682998,Corbin Carroll,L,2.0,OFFICIAL,STARTER,True,7,100.0,2.0,605400,Aaron Nola,R,1.0659,1.5,LESS,71.0,-245,92,84,1.2,1.0,0.8667,80.0,70.0,60.0,40.0,30.0,26.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,311,19.3,24.7,26.5,29.4,Knuckle Curve,33.9,10.0,16.8,26.3,91.3611,251,68.7,31.3,29.0,71.0,7.5,92.5,1.3,98.7,31.3,39.7,21.5,6.3,1.3
295,2026-08-31,824719,SEA,BOS,668227,Randy Arozarena,R,1.0,OFFICIAL,STARTER,True,7,100.0,1.0,801139,Payton Tolle,L,1.1285,0.5,MORE,71.0,-244,86,83,1.2,1.2,1.2,60.0,70.0,73.3,40.0,40.0,40.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,110,16.4,27.2,23.7,26.4,4-Seam,44.8,28.1,22.8,30.1,94.0313,390,71.0,29.0,31.7,68.3,8.6,91.4,1.4,98.6,29.0,39.3,23.1,7.2,1.4
296,2026-08-31,824635,CHC,MIL,665804,Miguel Amaya,R,8.0,OFFICIAL,STARTER,True,2,28.6,9.0,690986,Kyle Harrison,L,1.0591,1.5,LESS,70.9,-244,73,79,1.2,1.0,1.1333,100.0,80.0,80.0,20.0,20.0,33.3,2,1,50.0,23.7,8,33.3,37.5,25.0,66.7,50.0,100.0,0.0516,45,20.0,30.3,26.7,31.4,4-Seam,57.5,20.0,16.2,26.7,94.8844,151,69.6,30.4,29.1,70.9,6.4,93.6,0.7,99.3,30.4,40.5,22.7,5.7,0.7
297,2026-08-31,824473,CIN,SD,680574,Matt McLain,R,7.0,OFFICIAL,STARTER,True,7,100.0,7.0,650633,Michael King,R,1.0686,1.5,LESS,70.9,-244,86,82,1.2,1.2,1.1333,100.0,90.0,73.3,20.0,30.0,33.3,4,2,50.0,24.7,13,55.6,53.8,33.3,44.4,50.0,50.0,0.0893,213,29.6,20.1,21.8,27.3,Sinker,28.6,13.4,21.5,29.7,93.6201,278,70.1,29.9,29.1,70.9,6.8,93.2,0.8,99.2,29.9,41.0,22.3,6.0,0.8
298,2026-08-31,824719,BOS,SEA,680776,Jarren Duran,L,7.0,OFFICIAL,STARTER,True,4,57.1,7.0,669923,George Kirby,R,1.0942,0.5,MORE,70.9,-243,91,84,0.6,0.6,0.8667,40.0,50.0,60.0,20.0,10.0,26.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,314,29.3,20.9,21.8,26.6,Sweeper,31.1,42.1,24.2,29.9,96.4808,279,70.9,29.1,30.5,69.5,7.1,92.9,0.9,99.1,29.1,40.3,23.4,6.2,0.9
299,2026-08-31,824314,COL,BAL,666160,Mickey Moniak,L,6.0,OFFICIAL,STARTER,True,6,85.7,6.0,700249,Cade Povich,L,1.1004,0.5,MORE,70.8,-242,74,79,1.6,1.4,1.4,100.0,90.0,93.3,40.0,40.0,40.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,64,34.4,19.2,14.9,24.0,4-Seam,54.2,27.2,23.5,26.9,91.5496,150,70.8,29.2,30.6,69.4,7.6,92.4,1.0,99.0,29.2,40.2,22.9,6.6,1.0
300,2026-08-31,822932,TB,NYM,666018,Jonathan Aranda,L,2.0,OFFICIAL,STARTER,True,6,85.7,2.0,476594,Robert Stock,R,1.0684,1.5,LESS,70.7,-241,86,82,0.8,0.9,1.0667,60.0,70.0,73.3,20.0,20.0,26.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,314,20.7,20.0,23.8,27.2,Cutter,31.6,19.3,15.8,25.0,93.3792,410,69.1,30.9,29.3,70.7,7.4,92.6,1.0,99.0,30.9,39.8,21.9,6.4,1.0
301,2026-08-31,823982,LAA,NYY,694208,Moisés Ballesteros,L,5.0,OFFICIAL,STARTER,True,6,85.7,4.0,695684,Elmer Rodríguez,R,1.0978,0.5,MORE,70.7,-241,74,78,1.6,1.3,1.1333,80.0,80.0,80.0,40.0,30.0,20.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,146,26.0,15.3,25.4,29.4,Sinker,47.2,14.0,18.7,27.6,95.5028,132,70.7,29.3,30.4,69.6,7.6,92.4,1.1,98.9,29.3,40.3,22.8,6.5,1.1
302,2026-08-31,824635,MIL,CHC,694192,Jackson Chourio,R,2.0,OFFICIAL,STARTER,True,6,85.7,4.0,605280,Clay Holmes,R,1.0677,1.5,LESS,70.7,-241,88,82,0.8,0.7,0.9333,60.0,60.0,73.3,20.0,10.0,20.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,324,23.8,18.6,17.0,24.9,Sinker,52.6,8.1,15.1,28.6,92.0455,262,68.9,31.1,29.3,70.7,7.4,92.6,1.1,98.9,31.1,39.6,22.0,6.3,1.1
303,2026-08-31,822932,NYM,TB,668901,Mark Vientos,R,4.0,OFFICIAL,STARTER,True,0,0.0,,693855,Ian Seymour,L,1.0997,0.5,MORE,70.6,-240,78,79,1.0,1.0,0.9333,60.0,60.0,60.0,40.0,40.0,33.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,65,20.0,28.9,25.5,29.6,Changeup,29.0,31.1,22.1,28.8,90.948,51,70.6,29.4,30.6,69.4,7.7,92.3,1.0,99.0,29.4,40.0,22.9,6.7,1.0
304,2026-08-31,823663,DET,MIN,693307,Dillon Dingler,R,4.0,OFFICIAL,STARTER,True,6,85.7,4.0,671737,Taj Bradley,R,1.0987,0.5,MORE,70.5,-239,92,83,1.2,1.1,1.1333,80.0,90.0,86.7,20.0,10.0,13.3,3,0,0.0,21.1,10,0.0,10.0,0.0,100.0,100.0,0.0,0.0693,286,21.3,27.6,23.6,27.0,4-Seam,47.1,15.5,16.7,25.6,94.7702,404,70.5,29.5,30.2,69.8,8.0,92.0,1.1,98.9,29.5,40.2,22.2,6.9,1.1
305,2026-08-31,824473,SD,CIN,630105,Jake Cronenworth,L,2.0,OFFICIAL,STARTER,True,7,100.0,2.0,663903,Brady Singer,R,1.1171,0.5,MORE,70.4,-238,82,80,1.2,1.5,1.2667,100.0,100.0,93.3,20.0,40.0,26.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,170,25.3,20.0,24.8,28.5,Sinker,49.7,12.1,16.0,27.6,90.8289,124,70.4,29.6,31.5,68.5,8.6,91.4,1.2,98.8,29.6,38.9,22.9,7.4,1.2
306,2026-08-31,824149,HOU,CWS,572233,Christian Walker,R,4.0,OFFICIAL,STARTER,True,7,100.0,5.0,641743,Anthony Kay,L,1.0973,0.5,MORE,70.3,-236,85,80,0.6,0.8,1.0,40.0,60.0,60.0,20.0,20.0,33.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,83,18.1,19.9,22.7,25.7,Sweeper,23.8,40.3,24.1,26.9,94.474,342,70.3,29.7,30.5,69.5,7.8,92.2,1.1,98.9,29.7,39.8,22.8,6.6,1.1
307,2026-08-31,824473,CIN,SD,699302,Héctor Rodríguez,L,1.0,OFFICIAL,STARTER,True,3,42.9,1.0,650633,Michael King,R,1.0768,1.5,LESS,70.3,-236,75,78,1.0,0.8,0.8667,80.0,70.0,60.0,20.0,10.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,57,22.8,20.1,21.8,27.3,Sinker,28.6,6.2,14.1,25.8,93.6201,39,69.2,30.8,29.7,70.3,7.7,92.3,1.0,99.0,30.8,39.4,22.0,6.6,1.0
308,2026-08-31,824911,ATL,SF,621566,Matt Olson,L,3.0,OFFICIAL,STARTER,True,7,100.0,3.0,683627,Anthony Molina,R,1.0825,1.5,LESS,70.3,-236,84,80,0.8,1.1,1.0,80.0,70.0,73.3,0.0,30.0,20.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,257,26.1,10.3,15.3,21.1,4-Seam,43.9,21.9,20.9,25.2,96.282,312,69.6,30.4,29.7,70.3,7.6,92.4,1.2,98.8,30.4,39.9,22.1,6.5,1.2
309,2026-08-31,824911,ATL,SF,660670,Ronald Acuña Jr.,R,2.0,OFFICIAL,STARTER,True,6,85.7,2.0,683627,Anthony Molina,R,1.0936,0.5,MORE,70.1,-234,74,77,0.8,1.1,1.3333,60.0,70.0,66.7,20.0,30.0,40.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,148,25.0,10.3,15.3,21.1,4-Seam,43.9,28.7,23.3,25.9,96.282,176,70.1,29.9,30.2,69.8,7.8,92.2,1.1,98.9,29.9,39.9,22.4,6.7,1.1
310,2026-08-31,824911,SF,ATL,646240,Rafael Devers,L,2.0,OFFICIAL,STARTER,True,7,100.0,2.0,693821,Bryce Elder,R,1.0945,0.5,MORE,70.0,-234,92,82,0.8,0.8,0.8,60.0,60.0,53.3,20.0,20.0,20.0,2,0,0.0,21.5,10,16.7,30.0,50.0,83.3,100.0,0.0,0.0572,299,22.1,18.9,19.9,25.5,Sinker,29.4,9.3,21.1,28.5,90.8002,257,70.0,30.0,30.2,69.8,8.0,92.0,1.2,98.8,30.0,39.8,22.2,6.8,1.2
311,2026-08-31,824314,BAL,COL,702616,Jackson Holliday,L,1.0,OFFICIAL,STARTER,True,7,100.0,2.01,685299,Tanner Gordon,R,1.0841,1.5,LESS,69.9,-232,85,79,1.2,0.8,0.8667,60.0,40.0,53.3,40.0,30.0,26.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,222,21.2,17.1,18.0,25.3,4-Seam,45.2,21.1,22.6,27.5,92.5737,209,69.4,30.6,30.1,69.9,7.8,92.2,1.1,98.9,30.6,39.3,22.3,6.6,1.1
312,2026-08-31,823663,DET,MIN,650402,Gleyber Torres,R,1.0,OFFICIAL,STARTER,True,5,71.4,1.0,671737,Taj Bradley,R,1.0999,0.5,MORE,69.7,-230,82,78,1.0,0.7,0.6,60.0,50.0,46.7,40.0,20.0,13.3,3,2,66.7,25.3,15,16.7,26.7,14.3,83.3,100.0,50.0,0.0833,139,20.1,27.6,23.6,27.0,4-Seam,47.1,20.5,19.0,26.6,94.7702,197,69.7,30.3,30.7,69.3,8.2,91.8,1.2,98.8,30.3,39.0,22.5,7.0,1.2
